PROJECT_ID,PROJECT_NAME,PROJECT_DESCRIPTION,ESTIMATED_COST,UPDATE_ACTIVITY,ENVIRONMENTAL_ASSESSMENT_STAGE,CONSTRUCTION_TYPE,CONSTRUCTION_SUBTYPE,PROJECT_TYPE,REGION,MUNICIPALITY,DEVELOPER,ARCHITECT,PROJECT_STATUS,PROJECT_STAGE,PROJECT_CATEGORY_NAME,PUBLIC_FUNDING_IND,PROVINCIAL_FUNDING,FEDERAL_FUNDING,MUNICIPAL_FUNDING,OTHER_PUBLIC_FUNDING,GREEN_BUILDING_IND,GREEN_BUILDING_DESC,CLEAN_ENERGY_IND,INDIGENOUS_IND,INDIGENOUS_NAMES,INDIGENOUS_AGREEMENT,CONSTRUCTION_JOBS,OPERATING_JOBS,STANDARDIZED_START_DATE,STANDARDIZED_COMPLETION_DATE,LATITUDE,LONGITUDE,LATITUDE_DMS,LONGITUDE_DMS,TELEPHONE,PROJECT_WEBSITE,FIRST_ENTRY_DATE,LAST_UPDATE
4225,Maple Creek Middle School,Proposed seismic replacement of the Maple Creek Middle School to include a Neighbourhood Learning Centre. Requires funding approval.,39,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Port Coquitlam,School District 43,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.278570,-122.781990,49° 16' 42.852'' N,122° 46' 55.164'' W,(604) 939-9201,,2020-06-01,2025-03-01
4221,Westminster Junction Affordable Housing,Affordable housing development with 302-units in 3 six-storey apartments. The project will include a daycare facility and a parkade located at Gately and Kingsway Ave.,96,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Port Coquitlam,Affordable Housing Societies,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q4,2025-Q4,49.265530,-122.783040,49° 15' 55.908'' N,122° 46' 58.944'' W,,,2020-06-01,2025-03-01
4222,The Education Learning Centre,Proposed school board office replacement will be located on Winslow Ave.,30,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Coquitlam,School District 43,,Proposed,Tender/Preconstruction,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,,49.253830,-122.862090,49° 15' 13.788'' N,122° 51' 43.524'' W,(604) 939-9201,,2020-06-01,2025-03-01
4223,Moody Elementary School Replacement,Seismic school replacement for 325 students. Project will include a Neighbourhood Learning Centre.,37,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Port Moody,School District 43,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q4,49.276140,-122.851370,49° 16' 34.104'' N,122° 51' 4.932'' W,(604) 939-9201,,2020-06-01,2025-03-01
4230,Henry Hudson Elementary School Replacement,A 785m2 elementary school addition to increase capacity from 365 to 510 students.,15,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,School District 39,,Construction started,,Public Services,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,LEED gold,FALSE,FALSE,,,,,2024-Q3,2025-Q4,,,,,(604) 713-5255,,2020-06-01,2025-03-01
4240,Mixed Use Development,Proposed 6-storey development with 107-units of affordable housing and a food bank.,22,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Langford,,Studio 531 Architects,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,48.446100,-123.499730,48° 26' 45.96'' N,123° 29' 59.028'' W,(250) 384-2131 (Architect),,2020-06-01,2025-03-01
4241,Elysian Terraces Multi-family Development,"A 77-unit development of mixed apartment, townhouse and condominium housing. The townhouse phase has completed construction.",18,Project completed-removing next issue,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Colwood,Beacon Carmannah Developments,Lowe Hammond Rowe Architects,Completed,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2021-Q4,2025-Q1,48.431100,-123.501330,48° 25' 51.96'' N,123° 30' 4.788'' W,(250) 812-4939,,2020-06-01,2025-03-01
4226,Duke Point Terminal Expansion,"Proposed port expansion will extend the wharf to 325 metres and add two 24-metre cranes. Terminal upgrades include utility systems renewal, a new warehouse and support buildings. The project will receive $46.2 million from the federal National Trade Corridor Fund, and $15 million through BC's economic recovery plan. A 50-year lease agreement is in place between DP World and the Port of Nanaimo. A federal Impact Assessment review is in progress,",105,,,Infrastructure,Other Transportation,Port and Harbour Facilities,1. Vancouver Island/Coast,Nanaimo,Nanaimo Port Authority/ DP World,,Proposed,Preliminary/Feasibility,Transportation & Warehousing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,900,,2025-Q2,2025-Q4,49.145400,-123.880870,49° 8' 43.44'' N,123° 52' 51.132'' W,(250) 753-4145,,2020-06-01,2025-03-01
4174,Highway 17 Keating Cross Overpass Project,"Project for a new overpass from the Pat Bay Hwy north to Keating Cross Rd. The improvements will include widening of Keating Cross Rd and bus pull-out facilities. Government of Canada is investing $16.7 million in this project through the New Building Canada Fund, Provincial-Territorial Infrastructure Component National and Regional Projects. The District of Central Saanich is contributing $2.5 million, and the provincial government is contributing $57.6 million for the project.",77,,,Infrastructure,Roads & Highways,Transportation,1. Vancouver Island/Coast,Central Saanich,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q2,,,,,(250) 565-6185,,2020-06-01,2025-03-01
4248,Colwood Lodge Redevelopment,Proposed redevelopment of the current lodge to a 15-storey building with 119 affordable units. Project is being redesigned.,22,,,Residential,Primarily residential - Single use,Seniors Housing,1. Vancouver Island/Coast,Colwood,Greater Victoria Housing Society,,Proposed,Permitting,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q2,48.441110,-123.467910,48° 26' 27.996'' N,123° 28' 4.476'' W,(250) 384-3434,,2020-06-01,2025-03-01
4215,District Northwest Towers,"Proposed 922-unit condominium and 104-unit rental complex in 39, 45, and 11-storey towers will include 5-levels of underground parking, and a child care facility.",,Cancelled-removing next issue,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Thind Properties,IBI Group,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.193260,-122.849950,49° 11' 35.736'' N,122° 50' 59.82'' W,(604) 451-7780,,2020-03-01,2025-03-01
4200,Business and Creative Technologies Facility,"Proposed 140,000 sq ft building for expansion of classrooms and research laboratories.",110,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,Simon Fraser University,,Proposed,Preliminary/Feasibility,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,LEED,FALSE,FALSE,,,,,,,,,,,(604) 453-4500,,2020-03-01,2025-03-01
4202,Vernon Active Living Centre,Recreation centre with an indoor pool and fitness amenities. Project located at the former Kin Race Track is in early planning stages.,90,Project started construction,,Commercial,Recreation,"Arts, Entertainment & Recreation",3. Thompson-Okanagan,Vernon,City of Vernon,Faulkner Browns Architects,Construction started,,Other Services,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q1,2026-Q4,,,,,(250) 545-1361 (Vernon City),,2020-03-01,2025-03-01
4204,1880 Main Street Apartments,Proposed 131-unit rental apartments in an 11-storey building with retail space at ground level.,25,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Cressey Development Corp.,"Francl Architecture
Francl Architecture
Francl Architecture",Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.268290,-123.100610,49° 16' 5.844'' N,123° 6' 2.196'' W,(604) 683-1256,,2020-03-01,2025-03-01
4205,"HandyDART Operations and Maintenance Facility, Victoria Regional Transit Commission","New Operations and Maintenance Facility and associated works for custom transit, including administrative space, operations building and transit yard to accommodate 110 custom transit buses.",84,Project completed-removing next issue,,Infrastructure,Other Transportation,Transportation,1. Vancouver Island/Coast,View Royal,BC Ministry of Transportation and Transit,,Completed,,Transportation & Warehousing,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,LEED,FALSE,FALSE,,,,,2019-Q4,2025-Q1,,,,,(250) 426-1500,,2020-03-01,2025-03-01
4206,Expo and Millennium Upgrade Program,Upgrades and expansion of Expo and Millennium SkyTrain facilities and systems and purchase of over 200 new SkyTrain cars.,2800,,,Infrastructure,Roads & Highways,Transportation,2. Mainland/Southwest,Metro Vancouver,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2020-Q3,2028-Q1,,,,,(250) 426-1500,,2020-03-01,2025-03-01
4211,Okanagan Capacity Upgrade,Proposed gas line capacity increase will see existing line extended by approximately 30 km north. An application for the project was filed with the BC Utilities Commission in Jul 2024.,327,,,Infrastructure,Utilities,Utilities,3. Thompson-Okanagan,Penticton,Fortis BC Inc.,,Proposed,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(250) 368-0500,,2020-03-01,2025-03-01
4214,Fleetwood Village 2 Apartment Complex,793-unit development in seven 6-storey apartments and townhouses.,160,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Estkin Developments Ltd.,Barnett Dembek Architects Inc,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q1,2026-Q4,49.158510,-122.789940,49° 9' 30.6288'' N,122° 47' 23.784'' W,,,2020-03-01,2025-03-01
4217,Pitt Meadows Road and Rail Improvements Project,"Improvements include a 2-lane overpass at Kennedy Rd at the rail line, a 4-lane underpass at Harris Rd and a rail line extension. Funding will be provided by the VFPA, CP Rail and the federal government through the National Trade Corridors Fund.",195,,,Infrastructure,Other Transportation,Port and Harbour Facilities,2. Mainland/Southwest,Pitt Meadows,Vancouver Fraser Port Authority (VFPA)/ CP Rail,,Proposed,Consultation/Approvals,Transportation & Warehousing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q4,,,,,(604) 665-9000,,2020-03-01,2025-03-01
4218,Burnaby Rail Corridor Improvements Project / Holdom Overpass,"A 4-lane overpass will connect Holdom Ave to Douglas Rd. Upgrades to ventilation and rail access to Thorton Tunnel. Funding will be provided by the VFPA, CP Rail and the federal government through the National Trade Corridors Fund.",214,,,Infrastructure,Other Transportation,Port and Harbour Facilities,2. Mainland/Southwest,Burnaby,Vancouver Fraser Port Authority (VFPA)/ CP Rail,,Construction started,,Transportation & Warehousing,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2025-Q4,,,,,(604) 665-9000,,2020-03-01,2025-03-01
4219,Portside/Blundell Road Improvements Project,"Project will include a new overpass on Portside Rd and widening of Blundell Rd to four lanes. Funding will be provided by the VFPA, CP Rail and the federal government through the National Trade Corridors Fund.",110,,,Infrastructure,Other Transportation,Port and Harbour Facilities,2. Mainland/Southwest,Richmond,Vancouver Fraser Port Authority (VFPA)/ CP Rail,,Proposed,Preliminary/Feasibility,Transportation & Warehousing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 665-9000,,2020-03-01,2025-03-01
4197,"Gateway Building (Nursing, Kinesiology, UBC Health & Integrated Student Health Services)","New building for the School of Nursing and the School of Kinesiology will also house Integrated Student Health Services. The project will include classrooms, labs, and 4 lecture theatres.",195,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Construction started,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2023-Q1,2026-Q2,,,,,(604) 731-3103,,2020-03-01,2025-03-01
4209,Inland Gas Upgrades,Upgrades and maintenance of natural gas lines will include regulation and replacement of up to 29 sections of line serving communities across BC. The project includes inline inspection equipment installation in 2020. British Columbia Utilities Commission (BCUC) approval was received in Jan 2020.,360,,,Infrastructure,Utilities,Utilities,4. Kootenay,"Cranbrook, Sparwood",Fortis BC Inc.,,Construction started,,Utilities (incl sewage treatment),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2020-Q3,2025-Q2,,,,,(250) 368-0500,,2020-03-01,2025-03-01
4213,Tilbury Phase 2 LNG expansion project,"Phase 2 expansion includes a 162,000 cubic metre tank that would triple the current storage capacity and an increased LNG liquefaction capacity to 3.5 million tonnes/yr.",3500,,Review,Industrial,Oil & Gas,Liquefied Natural Gas,2. Mainland/Southwest,Delta,Fortis BC Inc.,,Proposed,Preliminary/Feasibility,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q4,49.142440,-123.034160,49° 8' 32.784'' N,123° 2' 2.976'' W,(604) 576-7536,,2020-03-01,2025-03-01
4194,Ho'-kee-melh Kloshe Lum Affordable Rental Housing,Development of two 14-storey buildings with 163 affordable rental homes and 80 shelter spaces. Vancouver Aboriginal Friendship Centre Society (VAFCS) will operate the shelter located at 1015 East Hastings St.,97,,,Residential,Primarily residential - Single use,Social Housing,2. Mainland/Southwest,Vancouver,BC Housing/ Vancouver Aboriginal Friendship Society (VAFCS),,Construction started,,Residential/Commercial,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q4,49.281290,-123.081830,49° 16' 52.644'' N,123° 4' 54.588'' W,(604) 873-7011 (Vancouver City),,2020-03-01,2025-03-01
4195,Inglewood Care Centre Redevelopment,Phased redevelopment of a 230-unit care centre at 725 Inglewood Ave. Phase 2 will include 120 additional suites and possible future expansion of services on the site. Project will be a BC Housing partnership with Baptist Housing Society and Vancouver Coastal Health. Rezoning required.,500,,,Residential,Primarily residential - Single use,Social Housing,2. Mainland/Southwest,West Vancouver,BC Housing,,Proposed,Permitting,Residential/Commercial,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.334890,-123.135550,49° 20' 5.604'' N,123° 8' 7.98'' W,(604) 456-8895,www.renewinglewood.ca,2020-03-01,2025-03-01
4212,Tilbury Phase 1 LNG Expansion Project,Proposed expansion includes a 0.65 million tonne liquefaction capacity increase and an up to 3 km gas line upgrade from the Tilbury facility to the Tilbury gate station.,60,,Pre-application,Industrial,Oil & Gas,Liquefied Natural Gas,2. Mainland/Southwest,Delta,Fortis BC Inc.,,Proposed,Consultation/Approvals,Mining & Oil & Gas Extraction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2028-Q4,,,,,(604) 576-7536,,2020-03-01,2025-03-01
4170,Ethylene Derivative Plant,Proposed plant to manufacture polyethylene products from the ethane produced at Olefins Ethylene Plant. Project is in very preliminary stages.,,,,Industrial,Manufacturing - Petrochemical,Petrochemical Manufacturing,5. Cariboo,Prince George,,,Proposed,Preliminary/Feasibility,Manufacturing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,,2019-12-01,2025-03-01
4177,Terraced Condominium,Development of 184-units in two midrise buildings located on Charles St. The site will include 279 parking spaces. OCP amendment will be required.,36,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Port Moody,,GBL Architects,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.278690,-122.869550,49° 16' 43.284'' N,122° 52' 10.38'' W,,,2019-12-01,2025-03-01
4173,CANXPORT (formerly Ridley Island Export Logistics Platform),Phased project to construct a large scale loading and storage platform ($250 million) for transloading bulk commodities to containers for export. The platform will be fully integrated with technology to support current and future port services. The project will receive $49.85 million from the federal government. The Trigon Pacific Terminals Berth Two Beyond Carbon project ($173 million) is underway and will increase capacity to 33.5 million tonnes annually. Funding will be provided by the National Trade Corridors Fund.,750,,,Infrastructure,Other Transportation,Port and Harbour Facilities,6. North Coast,Prince Rupert,Prince Rupert Port Authority,,Construction started,,Transportation & Warehousing,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,200,300,2022-Q1,2026-Q4,,,,,(250) 627-8899,,2019-12-01,2025-03-01
4171,Frontier NGL Plant and Pipeline Project,"Proposed project west of Chetwynd for a straddle plant, an initiating pump station and a 130 to 170 km of 16-inch pipeline to carry natural gas liquids (NGL) to a rail loading facility south of Fort St John. The plant would extract  NGL at a rate of 1.5 bcf/d and transport for further processing. Project is in front-end engineering design (FEED) stages.",2500,,Early Engagement,Industrial,Oil & Gas,Natural Gas Pipeline,8. Northeast,Chetwynd,Enbridge Frontier Inc.,,Proposed,,Transportation & Warehousing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,,,2019-12-01,2025-03-01
4181,West Broadway Condominium,Proposed 154-unit development in a 14-storey condominium located at 3701 West Broadway.,30,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Westbank Projects Corp.,Leckie Studio Architecture + Design,Proposed,Permitting,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.264620,-123.186100,49° 15' 52.632'' N,123° 11' 9.96'' W,(604) 685-8986,,2019-12-01,2025-03-01
4178,Rental Apartments - Arbutus Street,Development of a 116-unit rental apartment in two 6-storey buildings. Project will be located on Arbutus St and include 74 parking and 227 bicycle spaces. Rezoning is required.,23,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,PCI Group,BHA Architecture Inc.,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q2,2024-Q4,49.253650,-123.153430,49° 15' 13.14'' N,123° 9' 12.348'' W,(604) 684-1151,,2019-12-01,2025-03-01
4159,Sperling Substation Metalclad Switchgear  Replacement Project,"This project will address the existing asset health, reliability and safety risks associated with the 12kV 60 series feeder section and the bulk oil breaker in the 12 kV 70/80 series feeder section, insufficient electrical clearances in the 60 series feeder section, and arc flash safety risks associated with the 12kV indoor metalclad switchgear.",76,,,Infrastructure,Utilities,Utilities,2. Mainland/Southwest,Vancouver,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2019-Q4,2027-Q2,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2019-12-01,2025-03-01
4162,Cowichan Secondary School Replacement,New secondary school with capacity for 1.100 students will include a Neighbourhood Learning Centre. Funding will be provided by the Province and the Cowichan Valley School District ($2.2million).,86,Project completed-removing next issue,,Institutional,Education,Educational Services,1. Vancouver Island/Coast,Duncan,School District 79,,Completed,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2021-Q4,2025-Q1,,,,,(250) 748-2557,,2019-12-01,2025-03-01
4167,Senakw Housing Project,"Development of 6,000 units of mixed residential and affordable rental housing in 11 towers up to 56 storeys.",3000,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Westbank Projects/ Squamish Nation,Revery Architecture,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,Squamish Nation,Project partner,,,2021-Q4,2026-Q4,,,,,(604) 685-8986,,2019-12-01,2025-03-01
4184,SOCO Condominium,"Development of a 1,386-unit highrise condominium in 5 towers located on 6 acres at 319 North Rd. The project will include 70,000 sq ft of commercial space and 8 levels of parking. Phase 1 has two 27 and 31-storey towers with 494-units. Rezoning is required.",90,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Anthem Properties,IBI Group,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2022-Q1,2025-Q2,49.288270,-122.914650,49° 17' 17.772'' N,122° 54' 52.74'' W,(604) 689-3040,www.socobyanthem.com,2019-12-01,2025-03-01
4179,Rental Apartment,Proposed development of a 6-storey affordable rental building located on a CP Rail right-of-way at Fir St and W 2nd Ave.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,,BHA Architecture,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q4,2025-Q4,49.269920,-123.140510,49° 16' 11.712'' N,123° 8' 25.836'' W,(604) 873-7011 (Vancouver City),,2019-12-01,2025-03-01
4142,Cambridge Estates,Proposed development to include 95 townhomes and 7 coach homes located at 102 St and 117 Ave.,20,,,Residential,Primarily residential - Single use,Residential,8. Northeast,Fort St. John,Western Canadian Properties Group,,Proposed,Permitting,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,56.262560,-120.850510,56° 15' 45.216'' N,120° 51' 1.836'' W,(844) 874-9274,,2019-09-01,2025-03-01
4145,CF Richmond Centre,"2,000-unit condominium and townhouse development in 12 towers located on No. 3 Rd. Project includes 150,000 sq ft of amenities and 500,000 sq ft of retail space.",400,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Richmond,Cadillac Fairview Corporation/ Shape Properties,GBL Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2021-Q1,2026-Q4,49.166860,-123.136690,49° 10' 0.696'' N,123° 8' 12.084'' W,(604) 688-7236,www.liveatcfrc.com,2019-09-01,2025-03-01
4148,Highpoint Condominium,"295-unit development in a 51-storey tower located on Clarke Rd. Project will include 11,000 sq ft of amenity space.",55,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Ledingham McAllister Communities Ltd.,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2021-Q4,2025-Q2,49.261670,-122.890280,49° 15' 42.012'' N,122° 53' 25.008'' W,(604) 662-3700,,2019-09-01,2025-03-01
4150,Purcell Way Development,"A 6-storey development of 124-units of condominiums, and 60 townhomes located at 1923 Purcell Way.",30,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,North Vancouver,Woodbridge Northwest Communities,Rositch Hemphill Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q3,2025-Q2,49.317090,-123.021930,49° 19' 1.524'' N,123° 1' 18.948'' W,,,2019-09-01,2025-03-01
4138,Era Master Planned Community,"Community in 7 phases located at 223 St and Dewdney Trunk Rd. A mix of housing in 4 to 19 storey buildings, plus two 2 to 4 storey office buildings.",150,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Maple Ridge,SwissReal Developments,Iredale Architecture,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2021-Q1,2030-Q4,49.220490,-122.603860,49° 13' 13.764'' N,122° 36' 13.896'' W,,,2019-09-01,2025-03-01
4155,Riviera Highrise Condominium,285-unit development in a 35-storey condominium located at 4960 Bennett St.,44,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Ledingham McAllister,IBI Group,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2022-Q3,2025-Q2,49.224810,-122.993120,49° 13' 29.316'' N,122° 59' 35.232'' W,(604) 662-3700,,2019-09-01,2025-03-01
4144,811 Carnarvon Street Condominium,Development of a 469-unit condominium in a 44-storey tower and an 8-storey hotel with 120 guest suites. Project will include ground level retail space.,65,,,Residential,Primarily residential - Single use,Residential/Accommodation,2. Mainland/Southwest,New Westminster,Reliance Properties,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.201870,-122.913650,49° 12' 6.732'' N,122° 54' 49.14'' W,,,2019-09-01,2025-03-01
4156,Nuvo Highrise Condominium,358-unit condominium in a 44-storey tower and a 6-storey apartment located at 6075 Wilson Ave.,65,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Anthem Properties Group,GBL Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2022-Q2,2026-Q1,49.229270,-123.010630,49° 13' 45.372'' N,123° 0' 38.268'' W,(604) 689-3040,,2019-09-01,2025-03-01
4153,Marie Place Condominium,Proposed 140-unit development in two 6-storey buildings located at 405 Marie Place. Development permit has been approved.,26,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,North Vancouver,,Engage Architecture,Proposed,Permitting,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.308940,-123.030880,49° 18' 32.184'' N,123° 1' 51.168'' W,,,2019-09-01,2025-03-01
4130,Zanardi Bridge and Causeway Upgrades,Proposed rehabilitation of existing bridge and construction of a new  2-track bridge at the Port of Prince Rupert Gateway. Federal funding of 60.6 million will be provided.,122,,,Infrastructure,Roads & Highways,Transportation,6. North Coast,Prince Rupert,Prince Rupert Port Authority/ CN,,Proposed,Tender/Preconstruction,Transportation & Warehousing,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2025-Q4,,,,,(250) 627-8899,,2019-09-01,2025-03-01
4125,Mica Upgrade Heating Ventilation Air Conditioning (HVAC) System Project,"This project is to address the issues associated with the existing HVAC system, including the deficiencies, issues around the fire and life safety components and the mounting reliability issues associated with the HVAC system. This project will provide a reliable HVAC system, integrated with the fire alarm system, to provide effective smoke management for the safety of employees",40,,,Infrastructure,Utilities,Utilities,3. Thompson-Okanagan,Revelstoke,BC Hydro,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2019-Q3,2025-Q4,,,,,(604) 623-4472   Toll Free: 1-866-647-3334,,2019-09-01,2025-03-01
4146,Glitz Condominiums,"75-unit condominium in a 9-storey development located at 6860 No 3 Rd. Project will include 118,000 sq ft of commercial space. Development permit approved.",20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Richmond,iFortune Developments,GBL Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,LEED silver,FALSE,FALSE,,,,,2019-Q4,,49.163730,-123.136310,49° 9' 49.428'' N,123° 8' 10.716'' W,,,2019-09-01,2025-03-01
4132,2555 Whiteley Court Rental Housing,Proposed 16-storey development of a 106-unit seniors condominium to include renovations to the existing building at 2555 Whiteley Court. Development permit has been approved by council.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,North Vancouver,,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.331790,-123.042220,49° 19' 54.444'' N,123° 2' 31.992'' W,,,2019-09-01,2025-03-01
