ID,Name,Sector,From Municipality,To Municipality,Location,Geometry,Cost,Stage,Schedule,Website,Related Links,Developer,Recently Added,Construction Contractor,Image Filename,Image Source,Details
163,Kinsmen Sports Centre Upgrades,Tourism / Recreation,Edmonton,,"(53.5264625549316, -113.506278991699)",,$106000000.00,Announced,,http://www.edmonton.ca/activities_parks_recreation/kinsmen-sport-centre-master-plan.aspx,"[{""url"":""http://www.cbc.ca/news/canada/edmonton/106m-upgrade-proposed-for-kinsmen-sports-centre-1.2813262"",""text"":""Oct 25, 2014 - CBC""}]",City of Edmonton,false,,,,"Still waiting for council approval, the upgrades would include creating a ground-floor lobby, expanded fitness centre and new racket courts, along with widening the 50-metre warm-up pool and adding more parking spaces"
165,Christina Lake Thermal Expansion Project,Oil Sands,Lac La Biche County,,"(55.6254997253418, -111.091003417969)",,$2700000000.00,Under Construction,2012 - 2017,http://www.cenovus.com/operations/oil/christina-lake.html,"[{""url"":""http://www.fortmcmurraytoday.com/2013/08/31/cenovus-applies-to-expand-christina-lake-project"",""text"":""Aug 31, 2013 - Fort McMurray Today""}]",Cenovus Energy Inc.,false,,https://farm9.staticflickr.com/8645/16003693324_13db691ce1_b.jpg,"Christina Lake oil sands project, courtesy of Cenovus Energy","The expansion would increase the facility's bitumen production to 310,000 barrels per day. Application approved April 2011.Estimated construction Phase 1E 2012 - 2014; Phase 1F 2012 - 2015. Construction schedule for Phase 1G has been deferred (as of March 2015)."
172,BioRefinex Biorefinery,Agriculture / Forestry and Related,Lacombe,,"(52.4668998718262, -113.730003356934)",,$31800000.00,Announced,,www.biorefinex.com,"[{""url"":""http://www.lacombeglobe.com/2011/06/28/province-announces-funding-for-biorefinex"",""text"":""Jun 29, 2011 - Lacombe Globe""}, {""url"":""http://www.producer.com/2015/02/financing-challenges-delay-biorefinex-plant-construction/"",""text"":""Feb 19, 2015 - Western Producer""}]",BioRefinex Canada,false,,,,"Biorefinery to process 45,000 tonnes of animal byproducts a year into fertilizer, biogas and other products. Land purchase deal extended to end of September 2015."
182,Carmon Creek Project,Oil Sands,Peace River,,"(56.5, -116.427001953125)",,$3450000000.00,Under Construction,2016 - 2017,http://www.shell.ca/en/aboutshell/our-business-tpkg/upstream/oil-sands/carmon-creek-project.html,"[{""url"":""http://navigator.oilsandsreview.com/blog/after-more-then-three-decades-thermal-piloting-shell-sanctions-largest-ever-project-albertas-smallest-oilsands-deposit/"",""text"":""Feb 26, 2014 - Oil Sands Review ""}]",Shell Canada Ltd.,false,,,,"The Carmon Creek Project will produce 80,000 barrels of bitumen per day using vertical steam drive wells. Two central processing facilities and three co-generation units totalling 630MW. Regulatory approval granted. Corporate approval October 2013. Workforce housing facility to be constructed 2013-2015. Project has been delayed with first oil now expected in 2017."
183,Surmont Phase 2 Oil Sands Development,Oil Sands,Regional Municipality of Wood Buffalo,,"(56.2183609008789, -110.971389770508)",,$2000000000.00,Under Construction,2010 - 2015,http://www.total-ep-canada.com/upstream/surmont.asp,,ConocoPhillips Canada / Total Canada,false,Bantrel Inc,,,"Surmont Phase 2 development is expected to take the total bitumen production to approximately 136,000 barrels of bitumen per day. Phase 2 was sanctioned in January 2010 by the partners, with production start-up currently scheduled for 2015. Phase 2 is currently under development."
191,Western Alberta Transmission Line,Power,Edmonton,Calgary,,"{ ""type"": ""LineString"", ""coordinates"": [ [ -114.319718, 53.344137 ], [ -114.377082, 52.980953 ], [ -114.340803, 52.395293 ], [ -114.062988, 51.436323 ], [ -113.678810, 51.434718 ], [ -113.682254, 50.984712 ] ] }",$1650000000.00,Under Construction,2013 - 2015,http://www.altalink.ca/projects/centralabtransmission/watl/watl-overview.cfm,,AltaLink Management Ltd.,false,SNC - Lavelin Group Inc,,,Application filed March 2011. AUC approval December 2012. Western Alberta Transmission Line (500kV) Edmonton to Calgary (Genesee to Langdon)
194,South Foothills Transmission Project,Power,Fort Macleod,High River,,"{ ""type"": ""LineString"", ""coordinates"": [ [-113.714370, 50.636514 ], [ -113.740977, 50.580355 ], [  -113.747672, 50.542243 ], [ -113.578757, 50.285508 ], [ -113.587420, 49.762342 ], [ -113.513949, 49.665886 ] ] }",$345000000.00,Under Construction,2014 - 2015,http://www.altalink.ca/projects/southernabtransmission/sabtransmissionreinforcement/satr-south-foothills.cfm,,AltaLink Management Ltd.,false,,,,"240 kV, 123 km long steel transmission line from south of Fort Macleod to east of High River. New substation in Fort Macleod, and a new series capacitor station in the middle of the line."
202,Telus World of Science Renovation,Tourism / Recreation,Edmonton,,"(53.5610008239746, -113.563003540039)",,$40000000.00,Announced,,http://telusworldofscienceedmonton.ca/about-us/vision-2020,"[{""url"":""http://edmonton.ctvnews.ca/multi-million-dollar-expansion-announced-for-telus-world-of-science-1.781605"",""text"":""Mar 14, 2014 - CTV Edmonton""}, {""url"":""http://www.edmontonjournal.com/Telus+World+Science+seeks+million+from+city+expansion/10378198/story.html"",""text"":""Nov 13, 2014 - Edmonton Journal""}]",Telus World of Science,false,,https://c1.staticflickr.com/9/8658/16653088792_d6638fd05c_z.jpg,"Rendering of the Telus World of Science renovation, courtesy of the Telus World of Science.","A comprehensive vision for future expansion plans, this renovation would include new permanent galleries, an early childhood development centre, an upgraded IMAX theatre, and a traveling feature gallery, among many other planned initiatives."
203,'Vista' Thermal Coal Mine,Other Sectors,Hinton,,"(53.427059173584, -117.527679443359)",,$458000000.00,Announced,,,,Coalspur Mines Ltd.,false,,,,
204,CMG Headquarters Building,Commercial / Retail,Calgary,,"(51.0837097167969, -114.134353637695)",,$19000000.00,Under Construction,2014 - 2017,www.cmgl.ca,"[{""url"":""http://www.calgaryherald.com/technology/Calgary+office+building+going+University+Research+Park/10334762/story.html"",""text"":""Oct 28, 2014 - Calgary Herald""}]",Remington Development Corp.,false,Remington Development Corporation,https://c1.staticflickr.com/9/8649/16479025120_8bd9f43f5c_b.jpg,"Computer Modelling Group (CMG) Headquarters Building, courtesy of Remington Development Corp.","A 90,000 sq ft headquarters with 44 surface parking spaces, 193 underground parking spaces, 36,500 sq ft of park and green space and LEED certification."
205,Kensington Condo,Residential,Calgary,,"(51.05517578125, -114.085731506348)",,$17700000.00,Under Construction,2014 - 2015,http://bucci.com/kensington/,"[{""url"":""http://www.calgaryherald.com/Bucci+launches+landmark/10342265/story.html"",""text"":""Oct 30, 2014 - Calgary Herald""}]",Bucci Developments,false,,https://farm9.staticflickr.com/8670/16478935659_ec8171afdc_b.jpg,"Kensington Apartment Building, courtesy of Bucci Developments.",A 77-unit six storey low-rise condominium with street level shops and restaurants along with modern design.
209,Red Deer Arena Replacement,Tourism / Recreation,Red Deer,,"(52.2680015563965, -113.810997009277)",,$21600000.00,Announced,2016 - 2018,http://www.reddeer.ca/media/reddeerca/city-government/budget-and-annual-financial-reports/Red-Deer-Arena-Replacement.pdf,"[{""url"":""http://www.1067thedrive.fm/news/capital-budget-places-priority-infrastructure/"",""text"":""Nov 26, 2014 - 106.7 The Drive FM""}]",City of Red Deer,false,,,,"A replacement of the City""s main spectator arena with seating for up to 1,588, the arena is expected to be completed by 2018 in time for the Canada Winter Games in 2019. Proposal due July 17"
213,BlackGold Oil Sands Project Phase 2,Oil Sands,Regional Municipality of Wood Buffalo,,"(55.5878639221191, -110.976539611816)",,$540000000.00,Announced,,www.harvestenergy.ca/operating-activities/oil-sands/,"[{""url"":""http://calgaryherald.com/business/blackgold-oilsands-project-cost-rises-94m"",""text"":""Aug 15, 2014 - Calgary Herald""}]",Harvest Energy Corp.,false,,,,"On hold. Phase 2 of the BlackGold Oil Sands Project includes plans to expand production to an additional 20,000 barrels per day of bitumen, to make a total production of 30,000 barrels per day."
220,Lewis Farms Fire Station,Infrastructure,Edmonton,,"(53.5270004272461, -113.684997558594)",,$7800000.00,Under Construction,2014 - 2015,http://archatb.com/portfolio/lewis-farms-fire-station/,,City of Edmonton,false,Pemco Construction,,,"The building components include a main fire hall with living/operational quarters, three drive-thru apparatus bays, dispatch area and back-up dispatch area, 33 spaces for parking, a loading bay, kitchen, lounge, fitness room, crew dorms and a Captain?s office and dorm."
225,Mayfair Village North Apartments,Residential,Edmonton,,"(53.5389671325684, -113.507781982422)",,$100000000.00,Under Construction,2014 - 2016,http://www.itc-group.com/project/mayfair-village-north,"[{""url"":""http://blogs.edmontonjournal.com/2012/05/02/a-sneak-peek-at-procuras-plans-for-jasper-avenue-and-109th/"",""text"":""May 2, 2012 - Edmonton Journal""}]",ProCura Real Estate Services,false,ITC Construction Group,https://farm3.staticflickr.com/2943/15441172482_194e519d25_b.jpg,Mayfair Village North Second Tower. 2014-10-14 Mayfair II by Darren Kirby is licensed under CC BY 2.0.,"A 10-storey 198-unit apartment building under construction in downtown Edmonton, this building features attainable housing along with main level retail space."
228,Great Divide SAGD Expansion Phase 1,Oil Sands,Regional Municipality of Wood Buffalo,,"(56.1463317871094, -111.512176513672)",,$600000000.00,Announced,,,"[{""url"":""http://www.ogj.com/articles/2012/09/connachers-great-divide-expansion-okayed.html"",""text"":""Sept 26, 2012 - Oil and Gas Journal""}]",Connacher Oil and Gas Ltd.,false,,,,"The Great Divide Steam Assisted Gravity Drainage Expansion Project will involve increasing bitumen production from 20,000 to 44,000 barrels per day, and the expansion of the Algar central processing facility. This is the first phase of 3 expansion phases."
229,Rotary/Mattamy Greenway Project,Tourism / Recreation,Calgary,,"(51.0404853820801, -114.066566467285)",,$65000000.00,Under Construction,2010 - 2016,http://www.parksfdn.com/greenway.html,"[{""url"":""http://www.parksfdn.com/Parks%20Foundation%20low-res%20Final.pdf"",""text"":""Oct 31, 2013 - Calgary Herald""}]",Parks Foundation Calgary,false,,https://farm8.staticflickr.com/7621/16761658668_938d76d75a_b.jpg,"Rotary/Mattamy Greenway Project, courtesy of Parks Foundation Calgary.","The Greenway will be a year-round destination for cyclists, cross-country skiers, nature lovers, and kids of all ages to play outdoors. Connecting to 55 communities around the city, and connecting to The City of Calgary""s existing pathway network. Phase 1 (Airport Tr to 17 Ave SE) completed. Phase 2 from WID Canal to Fish Creek Park. Phase 3 Airport Tr north and then west along north outskirts."
238,Legacy Park,Tourism / Recreation,Lethbridge,,"(49.7343673706055, -112.820053100586)",,$15000000.00,Announced,2015 - 2017,http://northregionalpark.com/,"[{""url"":""http://lethbridgeliving.com/news/general/item/new-regional-park-officially-named-legacy-park"",""text"":""Feb 17, 2015 - Lethbridge Living""}]",City of Lethbridge,false,,https://farm9.staticflickr.com/8710/16175051114_634158ac67_b.jpg,"North Lethbridge Regional Park, courtesy of the City of Lethbridge.",A 73-acre new regional park on the north side of the city which will be located immediately north of the Uplands Community.   Estimated cost range is $15M to $20M. Construction schedule is for Phase 1.
243,Edson Healthcare Centre,Institutional,Edson,,"(53.5862197875977, -116.426460266113)",,$186000000.00,Under Construction,2012 - 2015,http://www.albertahealthservices.ca/2342.asp,"[{""url"":""http://www.edsonleader.com/2012/11/02/ministers-announce-new-healthcare-centre-details"",""text"":""Nov 2, 2012 - Edson Leader""}]",Alberta Infrastructure,false,Stuart Olson Dominion Construction,,,"The new Edson Health Care Centre will include: an emergency department, acute care, outpatient services, renal dialysis unit, surgical services, primary health care services, diagnostic imaging and laboratory services, physician clinic space, and continuing care."
244,Grande Prairie Regional Hospital,Institutional,Grande Prairie,,"(55.1746101379395, -118.83130645752)",,$620000000.00,Under Construction,2011 - 2017,www.albertahealthservices.ca/2408.asp,"[{""url"":""http://www.dailyheraldtribune.com/2013/12/01/new-hospital-construction-on-track-for-2017-target"",""text"":""Dec 1, 2014 - Grande Prairie Daily Herald-Tribune""}]",Alberta Infrastructure,false,Graham Construction Ltd.,,,The new regional hospital and cancer centre in Grande Prairie will include 200 inpatient beds and an emergency department. The hospital will function as a regional referral centre for northwestern Alberta residents.
246,Muskwa SAGD Oil Sands Project,Oil Sands,M.D. of Opportunity No. 17,,"(56.2700004577637, -113.23999786377)",,$800000000.00,Announced,2014 - 2017,,,Koch Exploration Canada LP,false,,,,"The Muskwa Steam Assisted Gravity Drainage Oil Sands project will include two modular processing facilities that is expected to produce 10,000 barrels per day."
247,Mission 34 Condos,Residential,Calgary,,"(51.0229988098145, -114.06600189209)",,$10400000.00,Announced,2014 - 2016,mission34.ca,"[{""url"":""http://www.calgarysun.com/2014/01/17/quality-urban-living-at-mission-34"",""text"":""Jan 18, 2014 - Calgary Sun""}, {""url"":""http://www.calgaryherald.com/homes/Cutting+edge+Mission+condo+project+breaks+ground+after+permit+delays/10378950/story.html"",""text"":""Nov 12, 2014 - Calgary Herald""}]",Calgary Urban Equities / Assured Developments,false,,,,"A 47-unit condominium project with an innovative layout. Units are available in apartment-style condominiums, two-level courtyard lofts with courtyard access, and two-bedroom, two-storey ""street loft"" townhomes."
249,Turner Valley Gas Plant Renovations,Tourism / Recreation,Turner Valley,,"(50.718391418457, -113.979965209961)",,$23500000.00,Announced,,http://www.history.alberta.ca/turnervalley/,"[{""url"":""http://www.calgaryherald.com/travel/Rebirth+urged+historic+Turner+Valley+plant+100th+anniversary/9835015/story.html"",""text"":""May 12, 2014 - Calgary Herald""}]",Alberta Environment and Sustainable Resource Development,false,,,,Turner Valley gas plant renovations to make it available to visitors as a tourist site.
253,Grovedale Water Treatment Plant,Infrastructure,Greenview M.D. No. 16,,"(54.7000007629395, -119.014999389648)",,$5000000.00,Announced,,,"[{""url"":""http://www.dailyheraldtribune.com/2014/12/16/md-of-greenview-finalizes-2015-budget"",""text"":""Dec 16, 2014 - Daily Herald Tribune""}]",MD of Greenview,false,,,,
254,Parkland Lodge Expansion,Institutional,Edson,,"(53.5800018310547, -116.430000305176)",,$30000000.00,Announced,2015 - 2016,http://www.evergreensfoundation.com/,"[{""url"":""http://www.edsonleader.com/2014/11/26/county-council-hears-about-lodge-expansion"",""text"":""Dec 2, 2014 - Edson Leader""}]",Evergreens Regional Housing Foundation,false,,,,"A $30 million project to modernize and expand the existing senior""s lodge, along with providing enhanced levels of care."
